"TMNr_plus_texLett",BL
37244,"IX, S. 169/170; XII, S. 128"
37265,"X, S. 82; XII, S. 82"
37266,"XII, S. 85"
37282,"XII, S. 90"
37283,"XII, S. 90"
37293,"VIII, S. 161; IX, S. 120; XII, S. 96"
37294,"IX, S. 121; X, S. 92; XII, S. 97"
37309,"XII, S. 97"
37309,"XII, S. 97"
37317,"X, S. 121; XII, S. 118"
37321,"VIII, S. 216; XII, S. 124"
37334,"XI, S. 134; XII, S. 125"
37336,"XII, S. 125"
37341,"XII, S. 119"
37343,"XII, S. 119"
37346,"XI, S. 130; XII, S. 284"
37352,"VIII, S. 211; X, S. 122; XII, S. 119"
37353,"XII, S. 119"
37362,"XII, S. 131"
37381,"IX, S. 59; XII, S. 53"
37382,"IX, S. 59; XII, S. 53"
3741,"XII, S. 280"
3745,"XII, S. 280"
37475,"XII, S. 65"
37483,"XII, S. 162"
37501,"XI, S. 42; XII, S. 32"
37507,"X, S. 114/115; XII, S. 115"
3751,"XII, S. 280"
37512,"XII, S. 4"
37513,"VIII, S. 6; XII, S. 4"
37665,"X, S. 262; XII, S. 265"
37677,"XII, S. 265"
37679,"XII, S. 265"
37731,"XII, S. 265"
37826,"XII, S. 266"
37829a,"XII, S. 266"
37842,"IX, S. 188; XII, S. 141"
37857,"VIII, S. 250; XII, S. 141"
37875,"XII, S. 142"
37876,"XII, S. 142"
37878,"XI, S. 153; XII, S. 142"
37879,"XI, S. 153; XII, S. 142"
37882,"XI, S. 156; XII, S. 142"
37882,"XI, S. 156; XII, S. 142"
37899,"IX, S. 192; X, S. 145; XII, S. 247"
37923,"VIII, S. 253; XI, S. 158; XII, S. 144"
37926,"IX, S. 192; XII, S. 144"
37938,"VIII, S. 255; IX, S. 194; X, S. 147; XII, S. 144"
37950,"XII, S. 268"
37988,"X, S. 266; XII, S. 268"
38003,"XII, S. 269"
38012,"XII, S. 269"
38017,"XII, S. 269"
38080,"VIII, S. 452; XII, S. 270"
38116,"XII, S. 270"
38124,"XII, S. 270"
38132,"VIII, S. 452; XII, S. 270"
38138,"XII, S. 270"
38141,"XII, S. 270"
38167,"XI, S. 45; XII, S. 40"
38179,"XI, S. 48f.; XII, S. 41"
38180,"XII, S. 41"
38216,"VIII, S. 141; XI, S. 86; XII, S. 80"
38225,"XII, S. 81"
3828a,"XII, S. 280"
3828a,"XII, S. 280"
38292,"XII, S. 235"
38324,"VIII, S. 354; IX, S. 265; XII, S. 201"
38342,"IX, S. 377; XII, S. 293"
38343,"VIII, S. 309; XII, S. 178f."
38348,"XII, S. 179"
38379,"X, S. 182; XII, S. 180"
38391,"XI, S. 139; XII, S. 132"
38393,"XI, S. 139; XII, S. 132"
38405,"X, S. 158; XI, S. 175; XII, S. 156"
38406,"XI, S. 175; XII, S. 156"
38435,"XII, S. 224"
38441,"XI, S. 228; XII, S. 224"
38447,"XI, S. 228f.; XII, S. 225"
3844a,"XI, S. 278; XII, S. 280"
38452,"XII, S. 245"
38454,"X, S. 228; XII, S. 226"
38503,"XI, S. 230; XII, S. 227"
38506,"XII, S. 227"
38545,"XII, S. 230"
38561,"XII, S. 304"
38604,"XII, S. 305"
38607,"IX, S. 212; XII, S. 161"
38613,"XII, S. 162"
38615,"X, S. 164; XII, S. 162"
38616,"IX, S. 215; XII, S. 162"
38621,"VIII, S. 507; XII, S. 164 (zu P.Rainer Cent. 31) und 288"
38625,"XI, S. 70; XII, S. 59"
38628,"XI, S. 70; XII, S. 59"
38634,"VIII, S. 503; XII, S. 287"
38635,"VIII, S. 503; XII, S. 287"
38637,"VIII, S. 504; XII, S. 287"
38638a,"VIII, S. 504; XII, S. 287"
38638b,"VIII, S. 504; XII, S. 287"
38638c,"VIII, S. 504; XII, S. 287"
38647,"XII, S. 290"
38650,"IX, S. 270; XI, S. 211; XII, S. 205"
38656,"XII, S. 213"
38666,"XII, S. 214"
38674,"XII, S. 262"
38677,"XII, S. 5"
38679,"IX, S. 8; X, S. 6; XII, S. 6"
3869,"VIII, S. 497; XII, S. 283"
38721,"VIII, S. 340; IX, S. 254; XII, S. 194"
38722,"XII, S. 195"
38723,"XII, S. 195"
38757,"X, S. 221/222; XII, S. 222"
38763,"X, S. 222; XI, S. 225; XII, S. 222"
38764,"IX, S. 307; X, S. 224; XII, S. 223"
38783,"XII, S. 116"
38785,"XII, S. 116"
38790,"IX, S. 347; XII, S. 277"
38794,"IX, S. 347; XII, S. 277"
38801,"XII, S. 277"
38802,"XII, S. 277"
38804,"XII, S. 277"
38807,"VIII, S. 472; IX, S. 349; XII, S. 278"
38808,"VIII, S. 472/473; XII, S. 278"
38810,"VIII, S. 473/474; XII, S. 278"
38815,"VIII, S. 476/477; XII, S. 278"
38816,"VIII, S. 477; XII, S. 278"
38818,"XII, S. 278"
38825,"X, S. 197; XII, S. 196"
38829,"VIII, S. 351; IX, S. 262/263; XI, S. 209; XII, S. 198f."
38834,"VIII, S. 16; X, S. 8; XII, S. 7f."
38851,"X, S. 107/108; XII, S. 109"
38856,"IX, S. 147; XII, S. 109"
38866,"XII, S. 109"
38878,"XI, S. 108f.; XII, S. 100"
38881,"VIII, S. 173; IX, S. 125; XII, S. 100"
38889,"XII, S. 100"
38895,"XII, S. 270"
38897,"XII, S. 270"
38907,"X, S. 267; XI, S. 263; XII, S. 270"
38910,"VIII, S. 453; X, S. 267; XII, S. 270f."
38916,"VIII, S. 453; XII, S. 271"
38922,"VIII, S. 454; XII, S. 271"
38935,"XII, S. 271"
38938,"XII, S. 271"
38940,"XII, S. 271"
38945,"VIII, S. 454/455; XII, S. 271"
38948,"XII, S. 271"
38957,"VIII, S. 456; XII, S. 272"
38985,"VIII, S. 458; XII, S. 272"
38988,"XII, S. 272"
38994,"XII, S. 273"
39002,"XII, S. 273"
39004,"VIII, S. 459; IX, S. 343; XII, S. 274"
39012,"XII, S. 274"
39019,"XII, S. 274"
39020,"VIII, S. 459; XII, S. 274"
39029,"VIII, S. 460; XII, S. 274"
39033,"XII, S. 274"
39034,"XII, S. 274"
39035,"XII, S. 274"
39036,"XII, S. 274"
39037,"XII, S. 274"
39045,"VIII, S. 32; XII, S. 15"
39049,"XII, S. 15"
39060,"VIII, S. 32; XII, S. 15"
39071,"XII, S. 2"
39085,"XI, S. 7; XII, S. 6 und 256 (zu PSI XII 1267)"
39151,"XI, S. 8; XII, S. 6"
39152,"X, S. 6; XII, S. 6"
39154,"XII, S. 6"
39172,"VIII, S. 116; X, S. 49; XI, S. 70f.; XII, S. 59"
39173,"VIII, S. 116; IX, S. 70; XII, S. 59"
39174,"VIII, S. 116; X, S. 49; XII, S. 59"
39175,"VIII, S. 116; XII, S. 59"
39176,"VIII, S. 116; XII, S. 59"
39177,"VIII, S. 116; XII, S. 59"
39178,"VIII, S. 116; IX, S. 70; XII, S. 59"
39179,"VIII, S. 116; X, S. 49; XII, S. 59"
39180,"VIII, S. 116; XII, S. 59"
39181,"XII, S. 59"
39196,"IX, S. 73; XII, S. 60"
39218a,"X, S. 57; XII, S. 62"
39219,"X, S. 57; XI, S. 72; XII, S. 62"
39221,"X, S. 58; XII, S. 62"
39223,"IX, S. 79f.; XII, S. 67"
39226,"XII, S. 128"
39228,"XII, S. 128"
39240,"XII, S. 128"
39247,"IX, S. 169; XI, S. 136; XII, S. 128"
39249,"IX, S. 169; XII, S. 128"
39250,"IX, S. 169; XII, S. 128"
39254,"X, S. 305; XII, S. 329"
39282,"X, S. 94; XII, S. 98"
39283,"X, S. 94; XII, S. 98"
39289,"VIII, S. 220; XI, S. 134; XII, S. 125"
39291,"IX, S. 173; XII, S. 131"
39334,"XI, S. 126; XII, S. 115"
39365,"XII, S. 235"
39366,"XII, S. 235"
39367,"X, S. 262; XII, S. 265"
39376,"XII, S. 265"
39380,"XII, S. 265"
39413,"XII, S. 266"
39429,"IX, S. 335/336; X, S. 263; XII, S. 266"
39432,"VIII, S. 443; XII, S. 266"
39462,"XII, S. 268"
39463,"XII, S. 268"
39465,"VIII, S. 447; IX, S. 338; X, S. 265; XII, S. 268"
39484,"IX, S. 338; X, S. 265; XII, S. 268"
39491,"XII, S. 268"
39533,"VIII, S. 451; XII, S. 269"
39582,"XII, S. 81"
39603,"VIII, S. 184; X, S. 103; XII, S. 103"
39621,"IX, S. 144; XII, S. 104"
3963,"XII, S. 263"
39630,"IX, S. 264; XII, S. 200"
39631,"VIII, S. 354; IX, S. 264; XII, S. 200f."
39654,"VIII, S. 318; XII, S. 181"
39671,"XII, S. 224"
39673,"XII, S. 224f."
39674,"X, S. 226; XII, S. 225"
39690,"XII, S. 227f."
39708,"XI, S. 298; XII, S. 306"
39712,"XII, S. 162"
39716,"XII, S. 217f."
39717,"IX, S. 294; XII, S. 218"
39718,"XII, S. 219"
39719,"XII, S. 219"
39740,"IX, S. 300; XII, S. 220"
39741,"XII, S. 220"
39744,"XII, S. 220"
39746,"VIII, S. 478; XII, S. 278"
39747,"VIII, S. 190; IX, S. 145; X, S. 106; XI, S. 114f.; XII, S. 105"
39768,"XI, S. 118; XII, S. 107"
39769,"XII, S. 107"
39774,"IX, S. 145; XII, S. 107"
39784,"XII, S. 107"
39791,"XI, S. 118; XII, S. 107"
39817,"XII, S. 107"
39820,"XII, S. 107"
39826,"XII, S. 107"
39852,"VIII, S. 454; XII, S. 271"
39858,"XII, S. 271"
39864,"XII, S. 271"
39878,"VIII, S. 457; IX, S. 343; XII, S. 272"
39889,"VIII, S. 457f.; XII, S. 272"
39900,"X, S. 268; XI, S. 264; XII, S. 272f."
39902,"X, S. 268; XI, S. 265; XII, S. 273"
39905,"XII, S. 273"
39921,"IX, S. 4; XII, S. 2"
39925,"XII, S. 167"
39929,"XII, S. 167"
39942,"X, S. 55; XI, S. 72; XII, S. 61"
39943,"IX, S. 76; X, S. 56; XII, S. 61f."
39944,"IX, S. 77; X, S. 57; XII, S. 62"
39945,"IX, S. 120; X, S.131; XII, S. 128"
3996,"VIII, S. 60; IX, S. 33; X, S. 26; XII, S. 26"
3997,"VIII, S. 60; X, S. 26; XII, S. 26"
39975,"IX, S. 244; XI, S. 198; XII, S. 184"
39977,"XI, S. 198; XII, S. 184"
39980,"XI, S. 198; XII, S. 184"
39985,"XII, S. 228"
4008,"X, S. 26; XII, S. 26"
40160,"XII, S. 173"
40244,"XII, S. 174"
40257,"XII, S. 174"
4039,"IX, S. 34; XII, S. 26"
40427,"XII, S. 178"
40578,"XII, S. 239"
4075,"XII, S. 213"
4076,"IX, S. 280/281; XII, S. 213"
4076,"IX, S. 280/281; XII, S. 213"
40824,"XII, S. 125"
40826,"XII, S. 314"
40828,"XII, S. 314f."
4085,"XII, S. 213f."
4086,"VIII, S. 381; XI, S. 218; XII, S. 214"
4087,"VIII, S. 381; IX, S. 281; XI, S. 218; XII, S. 214"
4088,"VIII, S. 381; IX, S. 281; XI, S. 218; XII, S. 214"
40890,"XII, S. 315"
40890,"XII, S. 315"
40890,"XII, S. 315"
40899,"XII, S. 311"
40899,"XII, S. 311"
40899,"XII, S. 311"
40905,"X, S. 298; XII, S. 313"
40905,"X, S. 298; XII, S. 313"
40905,"X, S. 298; XII, S. 313"
40908,"X, S. 298; XII, S. 313"
40908,"X, S. 298; XII, S. 313"
40908,"X, S. 298; XII, S. 313"
40932,"IX, S. 271; XII, S. 206"
40963,"VIII, S. 113f.; XI, S. 70; XII, S. 58"
40963,"VIII, S. 113f.; XI, S. 70; XII, S. 58"
40966,"IX, S. 284; XII, S. 214"
40984,"XII, S. 87"
40985,"VIII, S. 342; XII, S. 195"
40987,"XII, S. 195"
40990,"XII, S. 167"
40993,"VIII, S. 291; X, S. 168; XII, S. 167"
40996,"VIII, S. 291f.; X, S. 168; XII, S. 167"
41000,"IX, S. 307; XII, S. 222"
41000,"IX, S. 307; XII, S. 222"
41011,"VIII, S. 474; IX, S. 349; XII, S. 278"
41011,"VIII, S. 474; IX, S. 349; XII, S. 278"
41014,"VIII, S. 351; XI, S. 208; XII, S. 198"
41015,"VIII, S. 351; XII, S. 198"
41016b,"VIII, S. 351; XII, S. 199"
41021,"VIII, S. 173; XII, S. 99"
41037,"VIII, S. 24/25; XI, S. 17; XII, S. 12"
41061,"VIII, S. 23; XI, S. 17; XII, S. 12"
41067,"IX, S. 72; X, S. 50; XII, S. 60"
41069,"IX, S. 72; X, S. 50; XII, S. 60"
41072,"X, S. 50; XII, S. 60"
41078,"IX, S. 73; XII, S. 60"
41081,"IX, S. 74; X, S. 51; XII, S. 60f."
41083,"XII, S. 61"
41087,"IX, S. 76; X, S. 53/54; XI, S. 71; XII, S. 61"
41089,"XII, S. 61"
41095,"XII, S. 65"
41156,"VIII, S. 443; XII, S. 266"
41163,"XII, S. 266"
41164,"XII, S. 266"
41169,"XII, S. 266"
41180,"VIII, S. 444; XII, S. 266"
41186,"XII, S. 266"
41189,"XII, S. 266"
41192,"XII, S. 267"
41205,"XII, S. 268"
41209,"XII, S. 268"
41210,"XII, S. 268"
41221,"XII, S. 268"
41223,"XII, S. 268"
41236,"XII, S. 268"
41301,"XI, S. 45f.; XII, S. 41"
41305,"IX, S. 97; X, S. 80; XI, S. 87; XII, S. 81"
41309,"VIII, S. 354; XII, S. 201"
41310,"XII, S. 201"
41313,"VIII, S. 309; XII, S. 178"
41319,"XII, S. 179"
4132,"VIII, S. 383/384; IX, S. 286; XII, S. 215"
41353,"XII, S. 180"
41356,"XI, S. 196; XII, S. 181"
41357,"VIII, S. 318; X, S. 183; XII, S. 181"
41359,"X, S. 183; XII, S. 181"
41366,"VIII, S. 322; IX, S. 244; XII, S. 183"
41366,"VIII, S. 322; IX, S. 244; XII, S. 183"
41369,"X, S. 230; XII, S. 226f."
41370,"XII, S. 227"
41370,"XII, S. 227"
41372,"XI, S. 234; XII, S. 229"
41380,"XII, S. 240"
41381,"XII, S. 240"
41382,"XII, S. 240"
41392,"XII, S. 240"
41408,"XII, S. 306f."
41445,"XII, S. 40"
41465,"XII, S. 240f."
41466,"XII, S. 240 und 241"
41467,"XII, S. 240"
41468,"XII, S. 240 und 241"
41469,"XII, S. 240 und 241"
41470,"XII, S. 240"
41471,"XII, S. 240 und 241"
41472,"XII, S. 240 und 241"
41474,"XII, S. 240"
41479,"XII, S. 240"
4148,"IX, S. 290; XI, S. 220; XII, S. 216"
4149,"XII, S. 216f."
41499,"XII, S. 237"
41499,"XII, S. 237"
41502,"XII, S. 237"
41505,"XI, S. 46; XII, S. 41"
41533,"XII, S. 96"
41534,"XII, S. 96"
41535a,"XII, S. 96"
41535b,"XII, S. 96"
41537,"XII, S. 96"
41538,"XII, S. 96"
41539,"XII, S. 96"
41552,"XII, S. 84"
41554,"XII, S. 84"
41555,"XII, S. 84"
41559,"XII, S. 242"
41560,"XII, S. 234"
41575,"XII, S. 136"
41576,"XII, S. 281"
41576,"XII, S. 281"
41590,"XII, S. 239"
41604,"XII, S. 241"
41625,"XI, S. 239; XII, S. 234"
41636,"XII, S. 236"
41657,"XII, S. 236"
4167,"IX, S. 292; XII, S. 217"
41693,"XII, S. 236"
41701,"XII, S. 236"
41711,"XI, S. 241; XII, S. 236"
41714,"XII, S. 236"
41719,"XII, S. 236"
4173,"IX, S. 293; X, S. 216; XII, S. 217"
41755,"XII, S. 237"
41756,"XII, S. 237"
41762,"XII, S. 237"
41771,"XII, S. 327"
41874,"XII, S. 307"
41877,"XII, S. 307"
41891,"XII, S. 307"
41891,"XII, S. 307"
41891,"XII, S. 307"
41918,"XII, S. 307"
41941,"XII, S. 307"
41949,"VIII, S. 526; XII, S. 307"
4196,"X, S. 280; XII, S. 285"
41986,"XII, S. 307"
41999,"XII, S. 307"
42016,"VIII, S. 526; XII, S. 308"
4204,"VIII, S. 328; XII, S. 188"
42132,"XII, S. 308"
42150,"XII, S. 308"
42150,"XII, S. 308"
42162,"XII, S. 308"
42162,"XII, S. 308"
42162,"XII, S. 308"
42176,"XII, S. 308"
42176,"XII, S. 308"
42177,"VIII, S. 527; X, S. 294; XII, S. 308"
42194,"XII, S. 308"
42230,"XII, S. 308"
42286,"XII, S. 308"
42296,"VIII, S. 527; XII, S. 308"
42299,"XII, S. 308"
42300,"XII, S. 308f."
42303,"XII, S. 309"
42304,"XII, S. 309"
42305,"XII, S. 309"
42306,"XII, S. 309"
42307,"XII, S. 309"
42308,"XII, S. 309"
42309,"XII, S. 309"
42312,"XII, S. 309"
42313,"VIII, S. 527; XII, S. 309"
42315,"XII, S. 309"
42320,"XII, S. 309"
42321,"XII, S. 309"
42322,"XII, S. 309"
42323,"XII, S. 309"
42324,"XII, S. 309"
42325,"XII, S. 309"
42326,"XII, S. 309"
4274,"IX, S. 277; XII, S. 211"
42757,"X, S. 295; XII, S. 309f."
42761,"X, S. 295; XII, S. 310"
42763,"XII, S. 310"
42763,"XII, S. 310"
42763,"XII, S. 310"
42771,"XII, S. 310"
42778,"XII, S. 310"
42780,"XII, S. 310"
42781,"XII, S. 310"
42784,"XII, S. 310"
42806,"XII, S. 310"
42810,"XII, S. 310"
42862,"XII, S. 93"
4287,"IX, S. 277; XII, S. 211"
42904,"XII, S. 52 (zu P.Chic. 42)"
42916,"XII, S. 52 (zu P.Chic. 54)"
4298,"XII, S. 212"
42983,"IX, S. 354/355; XII, S. 280"
42984,"IX, S. 354/355; XII, S. 280"
43027,"XII, S. 238"
43084,"XII, S. 75"
43087,"XII, S. 75"
43088,"XII, S. 76"
43091a,"XII, S. 76"
4311,"XII, S. 212"
4311,"XII, S. 212"
43115,"XII, S. 36"
43116,"XII, S. 34"
43122,"XII, S. 35"
43133a,"XI, S. 127; XII, S. 115"
43133b,"XI, S. 127; XII, S. 115"
43151,"XII, S. 230"
43164,"XII, S. 231"
43165,"XII, S. 231"
43179,"XII, S. 231"
43216,"XI, S. 240; XII, S. 235"
43226,"XI, S. 240; XII, S. 235"
43230,"XII, S. 235"
43241,"XII, S. 285f."
43314,"XII, S. 239"
43376,"XII, S. 329"
4342,"X, S. 22; XII, S. 23"
43447,"XII, S. 320"
43447,"XII, S. 320"
4345,"XII, S. 205"
43470,"XII, S. 315"
43472,"IX, S. 391; XII, S. 317"
43477,"XII, S. 254"
43502,"XII, S. 299"
43503,"IX, S. 396; XII, S. 320"
43518,"XII, S. 320"
43528,"XII, S. 319"
43529,"XII, S. 320"
43529,"XII, S. 320"
43531,"XII, S. 319"
43532a,"XII, S. 317"
43558,"XII, S. 319"
43566,"XI, S. 301; XII, S. 320"
43613,"XII, S. 320"
43613,"XII, S. 320"
43615,"XII, S. 318"
43615,"XII, S. 318"
43615,"XII, S. 318"
43687,"VIII, S. 530; XII, S. 317"
43719,"XII, S. 320"
43719,"XII, S. 320"
43720,"XII, S. 319"
43720,"XII, S. 319"
4373,"XII, S. 205"
43743,"IX, S. 410; XII, S. 325"
43745,"IX, S. 415; XII, S. 327"
43746,"IX, S. 395; XII, S. 319"
4378,"IX, S. 271; XII, S. 205"
4378,"IX, S. 271; XII, S. 205"
43819,"XII, S. 297"
4384,"XII, S. 207"
4384,"XII, S. 207"
4390,"XII, S. 207"
4392,"XII, S. 207"
43995,"XII, S. 7"
44027,"IX, S. 410; XII, S. 325"
44158,"XII, S. 80"
44197,"XII, S. 317"
44207,"XII, S. 41"
44249,"XII, S. 319"
44259,"XII, S. 299"
44297,"X, S. 304; XII, S. 325"
44297,"X, S. 304; XII, S. 325"
44325,"XII, S. 243"
44326,"XII, S. 244"
44327,"XII, S. 244"
44413,"XII, S. 99"
44414,"XII, S. 99"
44415,"XII, S. 99"
44416,"XII, S. 99"
44419,"XII, S. 99"
44421,"XII, S. 99"
44424,"XII, S. 99"
44425,"XII, S. 99"
44451,"XII, S. 34f.."
44491,"XII, S. 283"
44494,"XII, S. 283"
44502,"XII, S. 33"
44503,"XII, S. 33"
44505,"XII, S. 34"
44509,"XII, S. 36"
44510,"XII, S. 36"
44514,"XII, S. 36"
44515,"XII, S. 36"
44516,"XII, S. 36f."
44517,"XII, S. 40"
44533,"XII, S. 245"
44533,"XII, S. 245"
44545,"XII, S. 37"
44546c,"XII, S. 246"
44592,"XII, S. 27"
44599,"XII, S. 292"
44603,"XII, S. 66"
44620,"XII, S. 160"
44622,"XII, S. 160f."
44623,"XII, S. 161"
44624,"XII, S. 161"
44625,"XII, S. 161"
44633,"XII, S. 161"
44634,"XII, S. 161"
44666,"IX, S. 106; XI, S. 94; XII, S. 88"
44737,"XII, S. 244"
44750,"XII, S. 239"
44792,"X, S. 65; XII, S. 66"
44795zp,"X, S. 65; XII, S. 66"
44829,"XII, S. 66"
44881m,"XII, S. 9"
44881zb,"XII, S. 9"
44882u,"XII, S. 9"
44882z,"XII, S. 9"
44882za,"XII, S. 9"
44882zc,"VIII, S. 17; XII, S. 9"
45059,"XII, S. 253"
45077,"XII, S. 254"
45146,"XII, S. 323"
45147,"XII, S. 323"
45148,"XII, S. 323"
45149,"XII, S. 323"
4517,"XII, S. 214"
45174,"XII, S. 323"
45175,"XII, S. 323"
45176,"XII, S. 323"
45177,"XII, S. 323"
45181,"XII, S. 323"
45181,"XII, S. 323"
45205,"XII, S. 323"
45205,"XII, S. 323"
45253,"X, S. 154; XII, S. 151"
45254,"X, S. 154; XII, S. 151"
45255,"X, S. 154; XII, S. 151"
45256,"X, S. 154; XII, S. 151"
45257,"X, S. 154; XII, S. 151"
45258,"X, S. 154; XII, S. 151"
45259,"X, S. 154; XII, S. 151"
4526,"XII, S. 18"
45261,"X, S. 154; XII, S. 151"
4527,"XII, S. 57 (zu C.Ord.Ptol. 29)"
4529,"XII, S. 19"
45298y,"XII, S. 43"
45300,"XII, S. 237"
45375,"XII, S. 237"
45376,"XII, S. 238"
45377,"XII, S. 238"
4539,"XI, S. 26f.; XII, S. 19"
45402,"XII, S. 239"
45410,"XII, S. 242"
4548,"XII, S. 19"
45529,"XII, S. 242"
4560,"IX, S. 26; XII, S. 19"
4560,"IX, S. 26; XII, S. 19"
4599,"XII, S. 294"
4599,"XII, S. 294"
46954,"XII, S. 298"
46966,"XII, S. 298"
46972,"XII, S. 298"
46981,"XII, S. 298"
46995,"XII, S. 298"
47019,"XII, S. 298"
47024,"XII, S. 298"
47041,"XII, S. 298"
47044,"XII, S. 298"
47065,"XII, S. 298"
47068,"XII, S. 298"
47071,"XII, S. 298"
47082,"XII, S. 298"
47093,"XII, S. 298"
47215,"XII, S. 31 (zu BGU XVIII.1 2753)"
47216,"XII, S. 32"
47220,"XII, S. 31"
47240,"XII, S. 231"
47247,"XII, S. 26"
47248,"XII, S. 26"
47249,"XII, S. 26"
47252,"XII, S. 27"
47253,"XII, S. 27"
47256,"XII, S. 27"
47259,"IX, S. 58; XII, S. 53"
4726,"IX, S. 27; XII, S. 19"
47294,"XII, S. 87"
4814,"XII, S. 20"
4815,"XII, S. 20 und 21"
4816,"XI, S. 28; XII, S. 20 und 21"
4817,"XII, S. 20"
4818,"IX, S. 28; XII, S. 20 und 21"
4819,"XI, S. 28; XII, S. 20 und 21"
4820,"IX, S. 28; XII, S. 20 und 21"
4821,"XII, S. 20"
4822,"XII, S. 20 und 21"
4825b,"VIII, S. 47; XII, S. 21"
4830,"XII, S. 21"
4832,"XII, S. 21"
4833a,"VIII, S. 48; XII, S. 21"
4833b,"VIII, S. 48; XII, S. 21"
48347,"XII, S. 79"
48348,"VIII, S. 141; XII, S. 79f."
48349,"IX, S. 95; XII, S. 80"
4855,"IX, S. 28; XII, S. 21"
48632,"XII, S. 56"
48897a,"XI, S. 988; XII, S. 317"
48961,"XI, S. 293; XII, S. 294f."
48961,"XI, S. 293; XII, S. 294f."
48962,"XI, S. 293f.; XII, S. 295"
48962,"XI, S. 293f.; XII, S. 295"
4897,"XII, S. 21"
4933,"XII, S. 21"
4933,"XII, S. 21"
4934,"XII, S. 21"
4935,"XII, S. 21"
495,"XII, S. 180"
49734,"XII, S. 325"
4994,"XII, S. 22"
5014,"XII, S. 23"
5016,"XII, S. 62"
50209,"XII, S. 315"
50356,"XII, S. 226"
50357,"X, S. 228; XII, S. 226"
50368,"XII, S. 320"
50385,"XII, S. 321"
50395,"XI, S. 296; XII, S. 299"
50406,"VIII, S. 538; XII, S. 323"
50406,"VIII, S. 538; XII, S. 323"
50407,"XII, S. 323"
50407,"XII, S. 323"
5041,"XII, S. 52"
5048,"XII, S. 67"
50778,"VIII, S. 540; XII, S. 326"
50790,"XII, S. 327"
5100,"XII, S. 73"
5111,"IX, S. 89; XII, S. 73"
5114,"IX, S. 89; XII, S. 73"
5115,"IX, S. 89; XII, S. 73f."
5118,"IX, S. 89; XII, S. 74"
5119,"IX, S. 89; XII, S. 74"
5123,"XII, S. 74"
5126,"XII, S. 285"
5128,"XII, S. 79"
5137,"VIII, S. 148; IX, S. 103; XII, S. 86"
5137,"VIII, S. 148; IX, S. 103; XII, S. 86"
5138,"IX, S. 105; XII, S. 87"
5139,"XII, S. 88"
5142,"IX, S. 105f.; XII, S. 88"
5143,"IX, S. 106; X, S. 85; XII, S. 88"
5144,"IX, S. 106; XII, S. 88"
5145,"IX, S. 106; XII, S. 88"
5146,"XII, S. 88"
5147,"IX, S. 106; XII, S. 88"
5149,"IX, S. 106; XII, S. 88"
5161,"IX, S. 106; XI, S. 94; XII, S. 88"
5165,"IX, S. 106; XII, S. 88"
5166,"IX, S. 106; XII, S. 88"
5167,"IX, S. 107; XII, S. 88"
5173,"IX, S. 107; XII, S. 88"
5176,"XII, S. 88"
5196,"XII, S. 91"
5209,"XII, S. 91"
5239,"XII, S. 117"
5240,"IX, S. 157; XII, S. 117"
5240,"IX, S. 157; XII, S. 117"
5253,"IX, S. 204; XII, S. 152"
5261,"VIII, S. 283; XII, S. 163"
5261,"VIII, S. 283; XII, S. 163"
5286,"IX, S. 227; XII, S. 168"
5291,"XII, S. 168"
5304,"IX, S. 229; XII, S. 169"
5315,"VIII, S. 495; IX, S. 358; X, S. 277; XII, S. 282"
5319,"XII, S. 282"
5320,"XII, S. 282"
5346,"XII, S. 282"
5372,"XII, S. 282"
5373,"XII, S. 282"
5379,"VIII, S. 495; XII, S. 282"
5392,"XII, S. 282"
5404,"XII, S. 282"
5430a,"IX, S. 359; XII, S. 282"
5446,"XII, S. 282"
5449,"XII, S. 283"
5472,"XII, S. 283"
54755,"XII, S. 56"
54849,"X, S. 45; XII, S. 56"
5498,"VIII, S. 496; IX, S. 360; XII, S. 283"
5498,"VIII, S. 496; IX, S. 360; XII, S. 283"
55087,"X, S. 45; XII, S. 56"
55123,"IX, S. 63; XI, S. 67; XII, S. 56"
5516,"XII, S. 283"
55185,"X, S. 45; XII, S. 56"
5532,"VIII, S. 513; XII, S. 290"
5534,"XII, S. 290"
5550,"IX, S. 315; XI, S. 245; XII, S. 251"
5551,"VIII, S. 38; IX, S. 25; XII, S. 17"
5552,"VIII, S. 38; XII, S. 17"
5552,"VIII, S. 38; XII, S. 17"
55523,"XI, S. 296; XII, S. 299"
5590,"X, S. 279; XII, S. 285"
5594,"X, S. 280; XII, S. 285"
5595,"X, S. 280; XII, S. 285"
5596,"XI, S. 286; XII, S. 285"
5602,"XII, S. 285"
5602,"XII, S. 285"
56534,"XII, S. 317"
5655b,"XII, S. 185"
5656,"XII, S. 185"
5686,"XII, S. 187"
57,"XII, S. 19"
5719,"IX, S. 252; XII, S. 193"
5743,"XII, S. 196"
5778,"IX, S. 260; XII, S. 198"
5780,"IX, S. 260; XII, S. 198"
5781,"IX, S. 261; XII, S. 198"
5798,"XII, S. 203"
58,"XII, S. 19"
5811,"XII, S. 204"
5836,"IX, S. 78; XI, S. 76; XII, S. 66"
5839,"IX, S. 78; X, S. 65; XII, S. 66"
58497,"XI, S. 76; XII, S. 66"
5850,"IX, S. 79; XII, S. 66"
5865,"VIII, S. 144; IX, S. 98; XII, S. 82"
5876,"VIII, S. 144/145; IX, S. 98; X, S. 81; XII, S. 82"
